sample_id,slope_angle,slope_height,rock_type,fracture_density,rainfall_24h,days_since_blast,risk_score,risk_percentage,risk_category,risk_message,timestamp
5559,74.0,597.1,Shale,Low,6.0,23,0.46375,46.37,Medium,Caution advised,2025-09-28T00:33:43.089469
5560,71.6,508.9,Sandstone,Medium,3.8,7,0.459575,45.96,Medium,Caution advised,2025-09-28T00:33:43.089496
5561,53.5,473.9,Limestone,High,55.0,5,0.449898,44.99,Medium,Caution advised,2025-09-28T00:33:43.089524
5562,68.6,299.6,Sandstone,Low,9.5,1,0.475442,47.54,Medium,Caution advised,2025-09-28T00:33:43.089558
5563,68.4,256.8,Limestone,Medium,10.7,4,0.341677,34.17,Low,Safe operations,2025-09-28T00:33:43.089592
5564,73.0,446.8,Sandstone,High,7.3,27,0.45858,45.86,Medium,Caution advised,2025-09-28T00:33:43.089640
5565,61.9,196.8,Granite,Medium,39.2,23,0.238299,23.83,Low,Safe operations,2025-09-28T00:33:43.089691
5566,31.4,566.4,Sandstone,High,11.7,2,0.44225,44.22,Medium,Caution advised,2025-09-28T00:33:43.089737
5567,67.2,310.9,Sandstone,Medium,58.9,25,0.440206,44.02,Medium,Caution advised,2025-09-28T00:33:43.089766
5568,54.0,340.4,Sandstone,Medium,56.4,10,0.396963,39.7,Low,Safe operations,2025-09-28T00:33:43.089796
5569,71.8,418.1,Sandstone,Medium,3.1,2,0.556515,55.65,Medium,Caution advised,2025-09-28T00:33:43.089825
5570,47.7,335.4,Limestone,Low,41.5,4,0.275205,27.52,Low,Safe operations,2025-09-28T00:33:43.089870
5571,54.5,299.9,Sandstone,High,2.5,15,0.330447,33.04,Low,Safe operations,2025-09-28T00:33:43.089924
5572,72.3,558.6,Granite,Low,11.6,19,0.302784,30.28,Low,Safe operations,2025-09-28T00:33:43.089954
5573,68.4,133.7,Sandstone,High,52.3,8,0.468101,46.81,Medium,Caution advised,2025-09-28T00:33:43.090012
5574,50.2,324.3,Limestone,Low,11.9,10,0.190587,19.06,Low,Safe operations,2025-09-28T00:33:43.090047
5575,49.3,254.7,Sandstone,High,9.2,20,0.305729,30.57,Low,Safe operations,2025-09-28T00:33:43.090083
5576,46.1,381.6,Shale,Medium,9.6,0,0.422045,42.2,Medium,Caution advised,2025-09-28T00:33:43.090118
5577,44.1,547.0,Sandstone,High,57.5,1,0.551568,55.16,Medium,Caution advised,2025-09-28T00:33:43.090147
5578,45.4,253.1,Limestone,Low,6.2,29,0.143104,14.31,Low,Safe operations,2025-09-28T00:33:43.090175
5579,41.5,519.4,Sandstone,Low,23.8,26,0.28137,28.14,Low,Safe operations,2025-09-28T00:33:43.090203
5580,45.8,421.7,Limestone,Medium,14.5,24,0.235717,23.57,Low,Safe operations,2025-09-28T00:33:43.090231
5581,41.4,251.6,Granite,High,43.8,9,0.257531,25.75,Low,Safe operations,2025-09-28T00:33:43.090259
5582,59.7,343.0,Sandstone,High,6.1,4,0.422762,42.28,Medium,Caution advised,2025-09-28T00:33:43.090287
5583,49.1,586.2,Sandstone,Medium,24.7,2,0.449003,44.9,Medium,Caution advised,2025-09-28T00:33:43.090316
5584,72.1,394.3,Limestone,Low,8.3,22,0.288695,28.87,Low,Safe operations,2025-09-28T00:33:43.090344
5585,67.1,520.5,Limestone,Medium,5.5,17,0.344292,34.43,Low,Safe operations,2025-09-28T00:33:43.090376
5586,47.7,382.2,Granite,Medium,0.4,26,0.184104,18.41,Low,Safe operations,2025-09-28T00:33:43.090404
5587,56.2,491.4,Sandstone,Medium,54.5,20,0.427454,42.75,Medium,Caution advised,2025-09-28T00:33:43.090432
5588,43.0,310.7,Sandstone,Medium,37.5,16,0.29287,29.29,Low,Safe operations,2025-09-28T00:33:43.090465
5589,49.6,319.2,Sandstone,Medium,10.2,29,0.276246,27.62,Low,Safe operations,2025-09-28T00:33:43.090493
5590,68.6,597.7,Limestone,High,8.0,0,0.524848,52.48,Medium,Caution advised,2025-09-28T00:33:43.090521
5591,53.8,551.5,Limestone,High,6.1,1,0.431619,43.16,Medium,Caution advised,2025-09-28T00:33:43.090550
5592,58.4,368.8,Shale,Medium,58.0,2,0.530583,53.06,Medium,Caution advised,2025-09-28T00:33:43.090580
5593,61.3,317.5,Limestone,Medium,37.8,17,0.296817,29.68,Low,Safe operations,2025-09-28T00:33:43.090609
5594,84.3,563.9,Limestone,Low,7.8,28,0.418196,41.82,Medium,Caution advised,2025-09-28T00:33:43.090667
5595,66.5,541.9,Limestone,High,55.3,5,0.528988,52.9,Medium,Caution advised,2025-09-28T00:33:43.090706
5596,44.7,448.9,Limestone,High,30.2,2,0.384873,38.49,Low,Safe operations,2025-09-28T00:33:43.090736
5597,61.3,565.2,Granite,Medium,13.7,3,0.365724,36.57,Low,Safe operations,2025-09-28T00:33:43.090769
5598,48.8,740.5,Limestone,Low,40.9,26,0.35241,35.24,Low,Safe operations,2025-09-28T00:33:43.090822
5599,74.7,345.8,Shale,High,14.0,18,0.484193,48.42,Medium,Caution advised,2025-09-28T00:33:43.090861
5600,47.4,314.7,Sandstone,Medium,5.1,22,0.266529,26.65,Low,Safe operations,2025-09-28T00:33:43.090901
5601,57.8,576.4,Limestone,Low,39.4,21,0.318008,31.8,Low,Safe operations,2025-09-28T00:33:43.090933
5602,60.8,595.6,Shale,Medium,8.4,21,0.441569,44.16,Medium,Caution advised,2025-09-28T00:33:43.090969
5603,62.4,346.6,Limestone,High,10.3,2,0.396642,39.66,Low,Safe operations,2025-09-28T00:33:43.091005
5604,42.4,285.6,Sandstone,High,0.8,10,0.307267,30.73,Low,Safe operations,2025-09-28T00:33:43.091037
5605,59.8,505.6,Sandstone,High,3.5,7,0.445015,44.5,Medium,Caution advised,2025-09-28T00:33:43.091067
5606,84.2,324.8,Sandstone,Medium,13.3,19,0.454282,45.43,Medium,Caution advised,2025-09-28T00:33:43.091129
5607,31.0,531.9,Limestone,High,52.6,21,0.36401,36.4,Low,Safe operations,2025-09-28T00:33:43.091188
5608,54.2,173.3,Sandstone,Medium,6.2,27,0.261728,26.17,Low,Safe operations,2025-09-28T00:33:43.091257
5609,64.9,587.8,Limestone,Low,14.6,2,0.395822,39.58,Low,Safe operations,2025-09-28T00:33:43.091299
5610,48.7,417.8,Granite,Low,7.3,11,0.163327,16.33,Low,Safe operations,2025-09-28T00:33:43.091330
5611,56.8,197.7,Sandstone,Low,6.7,21,0.230457,23.05,Low,Safe operations,2025-09-28T00:33:43.091381
5612,71.6,448.5,Sandstone,Low,36.3,24,0.396178,39.62,Low,Safe operations,2025-09-28T00:33:43.091420
5613,50.0,252.5,Sandstone,High,8.0,28,0.306782,30.68,Low,Safe operations,2025-09-28T00:33:43.091460
5614,71.4,406.7,Granite,Medium,4.5,3,0.361419,36.14,Low,Safe operations,2025-09-28T00:33:43.091495
5615,69.1,378.6,Limestone,Medium,13.0,21,0.315292,31.53,Low,Safe operations,2025-09-28T00:33:43.091530
5616,62.6,161.7,Shale,Medium,53.3,7,0.447794,44.78,Medium,Caution advised,2025-09-28T00:33:43.091583
5617,54.6,556.0,Shale,Low,21.3,20,0.368011,36.8,Low,Safe operations,2025-09-28T00:33:43.091629
5618,58.7,284.9,Sandstone,High,52.6,4,0.480721,48.07,Medium,Caution advised,2025-09-28T00:33:43.091668
5619,71.6,277.2,Limestone,Medium,1.7,9,0.321072,32.11,Low,Safe operations,2025-09-28T00:33:43.091701
5620,64.6,256.9,Limestone,Medium,53.4,0,0.438477,43.85,Medium,Caution advised,2025-09-28T00:33:43.091736
5621,68.6,299.1,Shale,High,6.7,25,0.434746,43.47,Medium,Caution advised,2025-09-28T00:33:43.091767
5622,70.6,149.4,Shale,High,1.7,11,0.427304,42.73,Medium,Caution advised,2025-09-28T00:33:43.091824
5623,62.6,545.9,Sandstone,Medium,57.2,4,0.621461,62.15,Medium,Caution advised,2025-09-28T00:33:43.091863
5624,71.9,320.2,Sandstone,High,48.0,16,0.630035,63.0,Medium,Caution advised,2025-09-28T00:33:43.091895
5625,54.5,504.3,Limestone,Low,39.6,6,0.324448,32.44,Low,Safe operations,2025-09-28T00:33:43.091932
5626,51.7,485.6,Sandstone,High,40.0,24,0.416341,41.63,Medium,Caution advised,2025-09-28T00:33:43.091969
5627,60.9,577.7,Shale,High,57.8,2,0.730537,73.05,High,Enhanced monitoring needed,2025-09-28T00:33:43.091999
5628,59.9,447.6,Sandstone,Medium,8.0,1,0.437585,43.76,Medium,Caution advised,2025-09-28T00:33:43.092029
5629,63.8,480.6,Sandstone,High,1.7,28,0.419018,41.9,Medium,Caution advised,2025-09-28T00:33:43.092067
5630,70.9,757.6,Sandstone,Low,40.1,29,0.512261,51.23,Medium,Caution advised,2025-09-28T00:33:43.092128
5631,33.3,329.3,Limestone,High,9.2,18,0.231179,23.12,Low,Safe operations,2025-09-28T00:33:43.092182
5632,65.8,539.8,Granite,Medium,7.6,11,0.314984,31.5,Low,Safe operations,2025-09-28T00:33:43.092215
5633,73.2,253.6,Sandstone,Medium,5.5,2,0.523949,52.39,Medium,Caution advised,2025-09-28T00:33:43.092253
5634,52.2,448.5,Shale,High,48.2,4,0.52691,52.69,Medium,Caution advised,2025-09-28T00:33:43.092291
5635,69.7,486.9,Sandstone,Medium,0.7,17,0.406149,40.61,Medium,Caution advised,2025-09-28T00:33:43.092323
5636,63.8,304.6,Shale,Medium,10.0,19,0.368425,36.84,Low,Safe operations,2025-09-28T00:33:43.092352
5637,66.3,255.9,Granite,Medium,51.5,29,0.301026,30.1,Low,Safe operations,2025-09-28T00:33:43.092383
5638,81.8,414.0,Sandstone,High,1.1,27,0.501752,50.18,Medium,Caution advised,2025-09-28T00:33:43.092435
5639,51.3,497.5,Shale,High,5.2,4,0.475338,47.53,Medium,Caution advised,2025-09-28T00:33:43.092469
5640,44.9,553.9,Granite,Low,38.5,5,0.277516,27.75,Low,Safe operations,2025-09-28T00:33:43.092499
5641,66.3,389.5,Shale,Low,7.3,9,0.377437,37.74,Low,Safe operations,2025-09-28T00:33:43.092532
5642,42.5,344.0,Sandstone,Medium,7.3,8,0.290527,29.05,Low,Safe operations,2025-09-28T00:33:43.092560
5643,50.4,582.2,Granite,Medium,0.0,3,0.324742,32.47,Low,Safe operations,2025-09-28T00:33:43.092592
5644,57.5,410.5,Granite,Low,12.0,14,0.184626,18.46,Low,Safe operations,2025-09-28T00:33:43.092623
5645,51.7,325.9,Limestone,Low,5.7,1,0.266977,26.7,Low,Safe operations,2025-09-28T00:33:43.092656
5646,89.0,537.4,Granite,Medium,0.7,2,0.525645,52.56,Medium,Caution advised,2025-09-28T00:33:43.092707
5647,31.3,373.6,Limestone,High,6.7,2,0.319736,31.97,Low,Safe operations,2025-09-28T00:33:43.092754
5648,65.5,496.6,Granite,Low,11.0,0,0.345684,34.57,Low,Safe operations,2025-09-28T00:33:43.092784
5649,30.1,337.1,Sandstone,High,27.5,20,0.310412,31.04,Low,Safe operations,2025-09-28T00:33:43.092829
5650,42.4,149.7,Granite,Low,9.2,24,0.080673,8.07,Low,Safe operations,2025-09-28T00:33:43.092878
5651,61.6,418.8,Sandstone,High,5.9,18,0.391148,39.11,Low,Safe operations,2025-09-28T00:33:43.092908
5652,57.9,310.2,Sandstone,High,5.2,28,0.34665,34.67,Low,Safe operations,2025-09-28T00:33:43.092941
5653,74.1,273.6,Limestone,Medium,6.5,15,0.314513,31.45,Low,Safe operations,2025-09-28T00:33:43.092971
5654,72.5,292.3,Sandstone,Medium,49.8,25,0.436851,43.69,Medium,Caution advised,2025-09-28T00:33:43.092999
5655,73.5,285.4,Limestone,High,4.6,9,0.379154,37.92,Low,Safe operations,2025-09-28T00:33:43.093029
5656,42.2,475.0,Shale,High,12.4,20,0.386938,38.69,Low,Safe operations,2025-09-28T00:33:43.093057
5657,74.3,293.0,Shale,Medium,3.5,1,0.588539,58.85,Medium,Caution advised,2025-09-28T00:33:43.093086
5658,32.4,700.0,Sandstone,Medium,37.1,17,0.402611,40.26,Medium,Caution advised,2025-09-28T00:33:43.093143
5659,63.1,342.0,Granite,Medium,0.7,1,0.320697,32.07,Low,Safe operations,2025-09-28T00:33:43.093172
5660,54.3,424.1,Sandstone,High,11.8,28,0.366002,36.6,Low,Safe operations,2025-09-28T00:33:43.093203
5661,73.1,426.3,Limestone,High,30.6,13,0.56909,56.91,Medium,Caution advised,2025-09-28T00:33:43.093237
5662,59.4,317.5,Limestone,High,38.7,15,0.335587,33.56,Low,Safe operations,2025-09-28T00:33:43.093265
5663,64.3,306.1,Limestone,High,14.0,13,0.320726,32.07,Low,Safe operations,2025-09-28T00:33:43.093294
5664,46.7,168.6,Limestone,Medium,2.4,15,0.176411,17.64,Low,Safe operations,2025-09-28T00:33:43.093347
5665,71.0,770.9,Sandstone,Medium,24.3,7,0.570262,57.03,Medium,Caution advised,2025-09-28T00:33:43.093409
5666,44.8,580.4,Sandstone,Medium,9.1,17,0.341212,34.12,Low,Safe operations,2025-09-28T00:33:43.093440
5667,32.4,283.5,Limestone,High,14.5,15,0.22348,22.35,Low,Safe operations,2025-09-28T00:33:43.093487
5668,64.0,574.4,Granite,Low,9.1,9,0.285109,28.51,Low,Safe operations,2025-09-28T00:33:43.093517
5669,45.0,256.4,Sandstone,Medium,10.3,26,0.249815,24.98,Low,Safe operations,2025-09-28T00:33:43.093548
5670,55.9,550.8,Shale,Low,12.0,13,0.364516,36.45,Low,Safe operations,2025-09-28T00:33:43.093579
5671,49.4,196.2,Granite,Medium,43.9,17,0.20129,20.13,Low,Safe operations,2025-09-28T00:33:43.093637
5672,45.9,500.0,Sandstone,Medium,4.8,23,0.314916,31.49,Low,Safe operations,2025-09-28T00:33:43.093668
5673,83.9,458.4,Limestone,Medium,10.7,29,0.427711,42.77,Medium,Caution advised,2025-09-28T00:33:43.093720
5674,46.7,518.4,Sandstone,High,44.1,24,0.421449,42.14,Medium,Caution advised,2025-09-28T00:33:43.093754
5675,72.2,531.5,Granite,High,42.5,5,0.631218,63.12,Medium,Caution advised,2025-09-28T00:33:43.093782
5676,42.3,348.9,Granite,Low,8.1,13,0.120584,12.06,Low,Safe operations,2025-09-28T00:33:43.093811
5677,32.9,551.2,Limestone,Medium,1.4,0,0.349604,34.96,Low,Safe operations,2025-09-28T00:33:43.093925
5678,48.8,769.2,Sandstone,Medium,55.5,2,0.588018,58.8,Medium,Caution advised,2025-09-28T00:33:43.093988
5679,55.8,580.8,Shale,Medium,12.8,7,0.453532,45.35,Medium,Caution advised,2025-09-28T00:33:43.094021
5680,74.1,727.6,Limestone,Medium,14.3,10,0.479119,47.91,Medium,Caution advised,2025-09-28T00:33:43.094074
5681,89.4,286.5,Sandstone,High,3.9,16,0.523351,52.34,Medium,Caution advised,2025-09-28T00:33:43.094125
5682,52.3,482.6,Sandstone,Medium,2.5,6,0.371122,37.11,Low,Safe operations,2025-09-28T00:33:43.094156
5683,49.4,515.9,Granite,Medium,6.2,28,0.23028,23.03,Low,Safe operations,2025-09-28T00:33:43.094187
5684,44.0,479.9,Granite,High,14.4,0,0.353972,35.4,Low,Safe operations,2025-09-28T00:33:43.094217
5685,51.5,415.8,Limestone,High,7.5,25,0.291592,29.16,Low,Safe operations,2025-09-28T00:33:43.094246
5686,84.8,561.3,Granite,Low,6.3,28,0.380349,38.03,Low,Safe operations,2025-09-28T00:33:43.094359
5687,40.7,463.8,Limestone,Medium,3.7,12,0.236928,23.69,Low,Safe operations,2025-09-28T00:33:43.094390
5688,42.2,406.5,Sandstone,Low,6.7,7,0.268743,26.87,Low,Safe operations,2025-09-28T00:33:43.094418
5689,68.6,273.9,Limestone,High,7.7,1,0.418977,41.9,Medium,Caution advised,2025-09-28T00:33:43.094447
5690,74.1,471.7,Limestone,High,4.8,24,0.41151,41.15,Medium,Caution advised,2025-09-28T00:33:43.094476
5691,66.2,267.9,Sandstone,Medium,2.9,14,0.329388,32.94,Low,Safe operations,2025-09-28T00:33:43.094504
5692,72.9,765.3,Sandstone,Medium,3.6,0,0.707383,70.74,High,Enhanced monitoring needed,2025-09-28T00:33:43.094552
5693,59.8,751.4,Limestone,Low,13.9,21,0.356061,35.61,Low,Safe operations,2025-09-28T00:33:43.094604
5694,65.3,784.1,Sandstone,High,11.1,22,0.542883,54.29,Medium,Caution advised,2025-09-28T00:33:43.094650
5695,53.3,475.9,Granite,High,7.3,21,0.275864,27.59,Low,Safe operations,2025-09-28T00:33:43.094680
5696,46.9,531.8,Shale,Low,37.1,24,0.360599,36.06,Low,Safe operations,2025-09-28T00:33:43.094712
5697,70.6,343.7,Shale,High,11.5,14,0.458321,45.83,Medium,Caution advised,2025-09-28T00:33:43.094740
5698,47.3,279.3,Limestone,Medium,12.8,14,0.202255,20.23,Low,Safe operations,2025-09-28T00:33:43.094770
5699,68.0,167.5,Granite,Low,4.2,26,0.176159,17.62,Low,Safe operations,2025-09-28T00:33:43.094816
5700,81.8,361.5,Limestone,Medium,55.0,1,0.555885,55.59,Medium,Caution advised,2025-09-28T00:33:43.094863
5701,42.8,429.1,Limestone,Low,4.6,8,0.208561,20.86,Low,Safe operations,2025-09-28T00:33:43.094892
5702,57.6,457.6,Limestone,High,10.2,8,0.355773,35.58,Low,Safe operations,2025-09-28T00:33:43.094920
5703,64.1,390.0,Sandstone,High,58.6,26,0.488839,48.88,Medium,Caution advised,2025-09-28T00:33:43.094952
5704,48.2,588.6,Shale,High,5.5,20,0.436564,43.66,Medium,Caution advised,2025-09-28T00:33:43.094981
5705,55.8,162.7,Shale,Medium,5.6,1,0.39559,39.56,Low,Safe operations,2025-09-28T00:33:43.095032
5706,56.7,363.0,Sandstone,High,10.8,0,0.457649,45.76,Medium,Caution advised,2025-09-28T00:33:43.095066
5707,44.4,305.6,Granite,Low,11.2,3,0.184107,18.41,Low,Safe operations,2025-09-28T00:33:43.095094
5708,47.6,458.7,Limestone,Medium,10.2,8,0.276691,27.67,Low,Safe operations,2025-09-28T00:33:43.095122
5709,55.7,473.7,Limestone,Medium,7.2,21,0.278835,27.88,Low,Safe operations,2025-09-28T00:33:43.095150
5710,56.6,263.4,Shale,Medium,41.3,26,0.372704,37.27,Low,Safe operations,2025-09-28T00:33:43.095177
5711,56.2,276.3,Shale,Medium,7.2,6,0.371249,37.12,Low,Safe operations,2025-09-28T00:33:43.095206
5712,58.9,320.3,Limestone,Low,39.2,25,0.245105,24.51,Low,Safe operations,2025-09-28T00:33:43.095235
5713,57.3,558.4,Sandstone,Low,14.0,4,0.392273,39.23,Low,Safe operations,2025-09-28T00:33:43.095263
5714,61.7,281.2,Limestone,High,9.1,21,0.297841,29.78,Low,Safe operations,2025-09-28T00:33:43.095295
5715,54.4,447.0,Granite,Medium,12.7,16,0.228924,22.89,Low,Safe operations,2025-09-28T00:33:43.095324
5716,51.2,478.4,Sandstone,Low,27.1,26,0.298235,29.82,Low,Safe operations,2025-09-28T00:33:43.095356
5717,42.0,593.4,Limestone,Low,0.9,20,0.232244,23.22,Low,Safe operations,2025-09-28T00:33:43.095398
5718,65.8,497.7,Sandstone,Medium,41.4,21,0.437212,43.72,Medium,Caution advised,2025-09-28T00:33:43.095427
5719,42.6,421.6,Limestone,High,4.9,26,0.267949,26.79,Low,Safe operations,2025-09-28T00:33:43.095462
5720,69.3,475.7,Shale,Medium,0.5,26,0.440308,44.03,Medium,Caution advised,2025-09-28T00:33:43.095490
5721,30.6,492.2,Granite,High,6.0,3,0.304589,30.46,Low,Safe operations,2025-09-28T00:33:43.095540
5722,50.6,467.2,Limestone,Medium,29.3,16,0.28135,28.14,Low,Safe operations,2025-09-28T00:33:43.095572
5723,34.6,115.8,Limestone,Medium,14.7,3,0.223792,22.38,Low,Safe operations,2025-09-28T00:33:43.095632
5724,60.2,574.3,Granite,Medium,15.6,14,0.296115,29.61,Low,Safe operations,2025-09-28T00:33:43.095666
5725,68.8,597.8,Limestone,High,3.3,8,0.452239,45.22,Medium,Caution advised,2025-09-28T00:33:43.095695
5726,49.6,270.7,Sandstone,Medium,55.0,19,0.3467,34.67,Low,Safe operations,2025-09-28T00:33:43.095723
5727,51.0,526.1,Limestone,Medium,2.6,4,0.338242,33.82,Low,Safe operations,2025-09-28T00:33:43.095750
5728,51.4,388.4,Sandstone,Low,56.8,11,0.351354,35.14,Low,Safe operations,2025-09-28T00:33:43.095779
5729,62.8,368.5,Granite,Low,11.5,22,0.195391,19.54,Low,Safe operations,2025-09-28T00:33:43.095807
5730,51.8,304.3,Granite,Low,25.7,14,0.150174,15.02,Low,Safe operations,2025-09-28T00:33:43.095834
5731,49.9,527.7,Limestone,Medium,6.2,19,0.276035,27.6,Low,Safe operations,2025-09-28T00:33:43.095861
5732,68.9,325.8,Shale,Medium,13.4,27,0.401043,40.1,Medium,Caution advised,2025-09-28T00:33:43.095889
5733,42.3,129.5,Limestone,Medium,6.8,2,0.241795,24.18,Low,Safe operations,2025-09-28T00:33:43.095935
5734,53.7,585.9,Limestone,Low,3.4,3,0.332491,33.25,Low,Safe operations,2025-09-28T00:33:43.095964
5735,44.9,556.8,Limestone,Medium,40.3,3,0.385505,38.55,Low,Safe operations,2025-09-28T00:33:43.095992
5736,54.6,314.6,Limestone,Medium,6.8,10,0.245739,24.57,Low,Safe operations,2025-09-28T00:33:43.096019
5737,40.7,590.4,Sandstone,Low,53.8,28,0.369044,36.9,Low,Safe operations,2025-09-28T00:33:43.096046
5738,68.3,387.5,Sandstone,Medium,15.0,3,0.524931,52.49,Medium,Caution advised,2025-09-28T00:33:43.096074
5739,64.8,496.2,Sandstone,Medium,7.1,22,0.385529,38.55,Low,Safe operations,2025-09-28T00:33:43.096101
5740,64.2,258.3,Limestone,Medium,10.4,22,0.260539,26.05,Low,Safe operations,2025-09-28T00:33:43.096133
5741,43.3,356.7,Limestone,High,46.1,25,0.310085,31.01,Low,Safe operations,2025-09-28T00:33:43.096160
5742,46.8,385.5,Limestone,High,51.0,8,0.367834,36.78,Low,Safe operations,2025-09-28T00:33:43.096187
5743,52.6,345.1,Sandstone,Medium,56.0,25,0.376693,37.67,Low,Safe operations,2025-09-28T00:33:43.096216
5744,34.6,534.2,Limestone,High,4.1,19,0.290628,29.06,Low,Safe operations,2025-09-28T00:33:43.096260
5745,86.7,485.2,Granite,High,14.8,23,0.463485,46.35,Medium,Caution advised,2025-09-28T00:33:43.096311
5746,72.9,251.4,Limestone,Low,10.3,10,0.274769,27.48,Low,Safe operations,2025-09-28T00:33:43.096340
5747,31.5,438.2,Shale,High,40.2,22,0.402364,40.24,Medium,Caution advised,2025-09-28T00:33:43.096384
5748,34.1,785.7,Shale,Medium,42.9,29,0.492003,49.2,Medium,Caution advised,2025-09-28T00:33:43.096436
5749,72.1,568.7,Limestone,Medium,1.7,18,0.386952,38.7,Low,Safe operations,2025-09-28T00:33:43.096465
5750,69.5,592.2,Granite,Low,8.9,4,0.358116,35.81,Low,Safe operations,2025-09-28T00:33:43.096493
5751,56.9,470.6,Granite,Medium,1.8,19,0.241293,24.13,Low,Safe operations,2025-09-28T00:33:43.096521
5752,50.3,775.0,Sandstone,Low,5.4,21,0.38565,38.57,Low,Safe operations,2025-09-28T00:33:43.096565
5753,73.3,289.9,Granite,Medium,0.2,28,0.272357,27.24,Low,Safe operations,2025-09-28T00:33:43.096594
5754,54.3,409.7,Shale,Low,14.5,25,0.313684,31.37,Low,Safe operations,2025-09-28T00:33:43.096621
5755,67.8,542.6,Sandstone,Medium,20.7,2,0.585888,58.59,Medium,Caution advised,2025-09-28T00:33:43.096649
5756,61.4,333.0,Limestone,Low,12.3,16,0.22061,22.06,Low,Safe operations,2025-09-28T00:33:43.096677
5757,59.4,125.7,Limestone,Medium,2.8,25,0.215931,21.59,Low,Safe operations,2025-09-28T00:33:43.096720
5758,43.4,490.3,Granite,Low,33.3,1,0.280196,28.02,Low,Safe operations,2025-09-28T00:33:43.096749
5759,70.9,445.2,Limestone,High,38.2,22,0.575325,57.53,Medium,Caution advised,2025-09-28T00:33:43.096777
5760,62.7,410.4,Shale,Medium,53.1,13,0.468103,46.81,Medium,Caution advised,2025-09-28T00:33:43.096805
5761,50.2,523.1,Limestone,Medium,3.1,21,0.274347,27.43,Low,Safe operations,2025-09-28T00:33:43.096834
5762,65.9,108.9,Limestone,Low,29.7,13,0.226052,22.61,Low,Safe operations,2025-09-28T00:33:43.096878
5763,32.5,433.8,Sandstone,High,11.2,4,0.380515,38.05,Low,Safe operations,2025-09-28T00:33:43.096923
5764,64.2,561.2,Limestone,Low,4.3,0,0.398407,39.84,Low,Safe operations,2025-09-28T00:33:43.096951
5765,70.7,557.5,Granite,High,6.7,3,0.450636,45.06,Medium,Caution advised,2025-09-28T00:33:43.096978
5766,52.1,106.5,Sandstone,Medium,10.2,13,0.251392,25.14,Low,Safe operations,2025-09-28T00:33:43.097021
5767,48.0,427.7,Limestone,High,13.0,3,0.356866,35.69,Low,Safe operations,2025-09-28T00:33:43.097048
5768,60.1,529.9,Sandstone,Low,14.7,1,0.503952,50.4,Medium,Caution advised,2025-09-28T00:33:43.097076
5769,60.4,290.8,Granite,Medium,6.5,29,0.20797,20.8,Low,Safe operations,2025-09-28T00:33:43.097108
5770,49.8,150.2,Shale,Low,6.4,9,0.260214,26.02,Low,Safe operations,2025-09-28T00:33:43.097160
5771,56.0,393.8,Shale,Medium,54.0,9,0.457152,45.72,Medium,Caution advised,2025-09-28T00:33:43.097191
5772,50.6,482.7,Limestone,Medium,5.0,19,0.263014,26.3,Low,Safe operations,2025-09-28T00:33:43.097220
